datetime,X,Y,Z,lat,lon,elevation,ascending,orbit
2022-09-12 02:50:00+00:00,5454.043448642723,4939.955920192859,502.05015819385045,4.019970455430335,8.864173629297674,997.7259019828358,True,0
2022-09-12 02:50:05+00:00,5452.148137400221,4938.008197294254,538.6911580874084,4.307028354837155,8.842363430167492,997.6208837660789,True,0
2022-09-12 02:50:10+00:00,5450.1172575061755,4935.937689980752,575.318730797638,4.594092946957188,8.820552514419765,997.5165497601868,True,0
2022-09-12 02:50:15+00:00,5447.950853412714,4933.744444264328,611.9319627162567,4.881164078580778,8.798740835379194,997.4129015610827,True,0
2022-09-12 02:50:20+00:00,5445.648972965811,4931.428509231995,648.5299405164732,5.168241596536277,8.776928346223864,997.3099406791487,True,0
2022-09-12 02:50:25+00:00,5443.211667404595,4928.989937042041,685.1117511962292,5.455325347864447,8.755114999949555,997.2076685391679,True,0
2022-09-12 02:50:30+00:00,5440.638991362524,4926.428782930417,721.67648203472,5.7424151793121085,8.733300749401568,997.1060864806373,True,0
2022-09-12 02:50:35+00:00,5437.931002865075,4923.745105201912,758.2232206856289,6.029510937898588,8.71148554721681,997.0051957575796,True,0
2022-09-12 02:50:40+00:00,5435.0877633274185,4920.938965233085,794.7510551803837,6.316612470776314,8.689669345854261,996.9049975387379,True,0
2022-09-12 02:50:45+00:00,5432.109337556667,4918.010427471426,831.2590739279987,6.603719625064203,8.667852097557637,996.8054929077042,True,0
2022-09-12 02:50:50+00:00,5428.995793748413,4914.959559432584,867.7463657649492,6.8908322480741955,8.64603375436486,996.7066828629386,True,0
2022-09-12 02:50:55+00:00,5425.747203486118,4911.786431701314,904.2120199618112,7.177950187197887,8.624214268085742,996.6085683179684,True,0
2022-09-12 02:51:00+00:00,5422.36364173969,4908.491117927281,940.6551262629732,7.465073290053611,8.602393590291479,996.511150101417,True,0
2022-09-12 02:51:05+00:00,5418.845186865986,4905.073694827338,977.0747748800204,7.752201404268436,8.58057167231895,996.4144289572253,True,0
2022-09-12 02:51:10+00:00,5415.191920603211,4901.534242179549,1013.4700565614125,8.039334377861413,8.558748465234633,996.3184055446939,True,0
2022-09-12 02:51:15+00:00,5411.40392807307,4897.8728428252725,1049.8400625757722,8.326472058946168,8.53692391985402,996.2230804387065,True,0
2022-09-12 02:51:20+00:00,5407.481297779846,4894.089582667969,1086.183884731829,8.613614295721796,8.515097986704273,996.128454129911,True,0
2022-09-12 02:51:25+00:00,5403.424121602423,4890.184550666575,1122.5006154546031,8.900760936908547,8.493270616036302,996.0345270247291,True,0
2022-09-12 02:51:30+00:00,5399.232494800975,4886.157838839007,1158.7893477422622,9.187911831240864,8.47144175778637,995.9412994457399,True,0
2022-09-12 02:51:35+00:00,5394.906516008653,4882.009542259306,1195.0491752257399,9.47506682777213,8.44961136160474,995.8487716317238,True,0
2022-09-12 02:51:40+00:00,5390.446287230905,4877.7397590506125,1231.2791922050878,9.762225775996345,8.427779376798792,995.7569437378675,True,0
2022-09-12 02:51:45+00:00,5385.851913847386,4873.3485903919445,1267.4784936196982,10.049388525445599,8.405945752354874,995.6658158360715,True,0
2022-09-12 02:51:50+00:00,5381.123504604375,4868.836140508875,1303.6461751242925,10.336554926125562,8.384110436918577,995.5753879150412,True,0
2022-09-12 02:51:55+00:00,5376.261171615508,4864.202516673729,1339.7813330889394,10.62372482834915,8.36227337877141,995.4856598805812,True,0
2022-09-12 02:52:00+00:00,5371.265030358105,4859.447829203886,1375.8830646253734,10.910898082778681,8.34043452583981,995.3966315557728,True,0
2022-09-12 02:52:05+00:00,5366.135199671597,4854.572191457511,1411.9504676133772,11.19807454046866,8.318593825657493,995.3083026812615,True,0
2022-09-12 02:52:10+00:00,5360.8718017543,4849.575719833636,1447.9826407173136,11.48525405283029,8.29675122538148,995.2206729154707,True,0
2022-09-12 02:52:15+00:00,5355.474962161714,4844.458533767807,1483.9786834123772,11.772436471673243,8.27490667175435,995.133741834898,True,0
2022-09-12 02:52:20+00:00,5349.944809803677,4839.2207557315905,1519.9376960011093,12.059621649169971,8.253060111114696,995.0475089343608,True,0
2022-09-12 02:52:25+00:00,5344.2814769388015,4833.862511224602,1555.8587796626396,12.346809438081499,8.231211489358389,994.9619736272153,True,0
2022-09-12 02:52:30+00:00,5338.485099176652,4828.383928779661,1591.7410364330265,12.63399969143283,8.209360751955069,994.8771352457602,True,0
2022-09-12 02:52:35+00:00,5332.555815472191,4822.785139954615,1627.5835692545024,12.921192262738694,8.187507843908369,994.7929930414595,True,0
2022-09-12 02:52:40+00:00,5326.493768117869,4817.066279327731,1663.385482017993,13.208387006176748,8.165652709762973,994.7095461851908,True,0
2022-09-12 02:52:45+00:00,5320.299102750105,4811.227484500679,1699.1458795369924,13.495583776210415,8.14379529357822,994.6267937676695,True,0
2022-09-12 02:52:50+00:00,5313.971968339479,4805.268896091714,1734.8638676032604,13.782782427867241,8.121935538918525,994.5447347997108,True,0
2022-09-12 02:52:55+00:00,5307.512517186495,4799.190657730753,1770.5385530160536,14.069982816806185,8.100073388844349,994.4633682125138,True,0
2022-09-12 02:53:00+00:00,5300.920904922965,4792.992916060236,1806.1690435790251,14.35718479912445,8.078208785885032,994.3826928580784,True,0
2022-09-12 02:53:05+00:00,5294.197290505924,4786.6758207300145,1841.7544481361292,14.64438823147805,8.056341672043741,994.3027075095226,True,0
2022-09-12 02:53:10+00:00,5287.3418362134535,4780.2395243932215,1877.2938765976028,14.93159297112292,8.034471988757662,994.2234108614134,True,0
2022-09-12 02:53:15+00:00,5280.354707640293,4773.684182702097,1912.7864399660161,15.218798875956857,8.012599676910794,994.1448015301307,True,0
2022-09-12 02:53:20+00:00,5273.236073699885,4767.009954309686,1948.2312503299825,15.506005804299768,7.9907246767965905,994.0668780543056,True,0
2022-09-12 02:53:25+00:00,5265.986106607739,4760.217000855291,1983.6274209482106,15.793213615405438,7.968846928110975,993.9896388950584,True,0
2022-09-12 02:53:30+00:00,5258.604981893452,4753.305486973366,2018.9740661980263,16.080422168875668,7.946966369939808,993.9130824365443,True,0
2022-09-12 02:53:35+00:00,5251.092878386998,4746.275580283417,2054.2703016400133,16.367631325015026,7.925082940736229,993.8372069862766,True,0
2022-09-12 02:53:40+00:00,5243.449978212545,4739.127451382301,2089.5152440534803,16.65484094495065,7.903196578309733,993.7620107754691,True,0
2022-09-12 02:53:45+00:00,5235.676466790271,4731.861273847389,2124.7080114269834,16.942050890386096,7.881307219806501,993.6874919595547,True,0
2022-09-12 02:53:50+00:00,5227.772532831766,4724.477224230319,2159.847722987318,17.22926102366772,7.859414801692259,993.6136486185701,True,0
2022-09-12 02:53:55+00:00,5219.738368332126,4716.975482050894,2194.933499234982,17.516471207904598,7.837519259731024,993.5404787575686,True,0
2022-09-12 02:54:00+00:00,5211.574168565856,4709.356229793638,2229.964461963494,17.803681306957156,7.815620528980192,993.4679803070284,True,0
2022-09-12 02:54:05+00:00,5203.280132085908,4701.619652905629,2264.9397342691,18.090891185346685,7.793718543756833,993.3961511233852,True,0
2022-09-12 02:54:10+00:00,5194.856460712532,4693.765939786916,2299.8584405987585,18.378100708479217,7.771813237626663,993.3249889893611,True,0
2022-09-12 02:54:15+00:00,5186.303359536964,4685.795281793748,2334.7197067376433,18.665309742372663,7.7499045433889915,993.2544916145758,True,0
2022-09-12 02:54:20+00:00,5177.621036907449,4677.707873225289,2369.522659869579,18.95251815398403,7.727992393046129,993.1846566358525,True,0
2022-09-12 02:54:25+00:00,5168.809704431589,4669.503911326684,2404.2664285678015,19.23972581096311,7.706076717799854,993.115481617822,True,0
2022-09-12 02:54:30+00:00,5159.869576969721,4661.183596281567,2438.950142826747,19.52693258174403,7.684157448013371,993.0469640533581,True,0
2022-09-12 02:54:35+00:00,5150.800872625371,4652.747131203807,2473.5729341002097,19.814138335690494,7.662234513203882,992.9791013640516,True,0
2022-09-12 02:54:40+00:00,5141.603812746321,4644.1947221389255,2508.1339352983628,20.10134294290055,7.6403078420149075,992.9118909007266,True,0
2022-09-12 02:54:45+00:00,5132.278621910469,4635.526578050274,2542.6322808445875,20.388546274507593,7.618377362200299,992.845329943906,True,0
2022-09-12 02:54:50+00:00,5122.825527936398,4626.742910829089,2577.067106637954,20.67574820219711,7.596443000594934,992.7794157044575,True,0
2022-09-12 02:54:55+00:00,5113.244761856517,4617.84393526969,2611.4375501539726,20.962948598874544,7.574504683101301,992.714145323928,True,0
