datetime,X,Y,Z,lat,lon,elevation,ascending,orbit
2022-06-09 08:42:00+00:00,5263.11871837562,4461.046595552803,2525.6080761921867,20.309125731427926,12.396310520397835,971.5344022749061,True,0
2022-06-09 08:42:05+00:00,5253.428578755499,4452.598256238835,2560.1761735871237,20.59801232775554,12.374378540388658,971.5088947328362,True,0
2022-06-09 08:42:10+00:00,5243.606371116577,4444.037981580029,2594.6797522075613,20.886894138337265,12.352442618353475,971.4845892089892,True,0
2022-06-09 08:42:15+00:00,5233.652339927952,4435.365984700474,2629.117941239246,21.175770990203993,12.330502678999135,971.4614816763342,True,0
2022-06-09 08:42:20+00:00,5223.566732997777,4426.582481552892,2663.489871634657,21.464642712468226,12.30855864605103,971.4395680237669,True,0
2022-06-09 08:42:25+00:00,5213.349801523984,4417.687690963662,2697.794675934943,21.753509134654585,12.286610442223132,971.4188440568282,True,0
2022-06-09 08:42:30+00:00,5203.001800070497,4408.681834611487,2732.031488355874,22.042370087240872,12.26465798918914,971.3993054982681,True,0
2022-06-09 08:42:35+00:00,5192.522986540858,4399.565137006015,2766.1994448730616,22.331225402199244,12.24270120757358,971.3809479886188,True,0
2022-06-09 08:42:40+00:00,5181.913622202844,4390.337825506887,2800.2976831449205,22.62007491216818,12.220740016903582,971.363767086883,True,0
2022-06-09 08:42:45+00:00,5171.173971646376,4381.000130288701,2834.325342647477,22.908918451414525,12.198774335596067,971.3477582710926,True,0
2022-06-09 08:42:50+00:00,5160.304302819668,4371.552284371631,2868.2815645604333,23.19775585468957,12.176804080933275,971.3329169390271,True,0
2022-06-09 08:42:55+00:00,5149.304886982405,4361.994523582563,2902.1654919139773,23.48658695829584,12.154829169023753,971.3192384087857,True,0
2022-06-09 08:43:00+00:00,5138.175998715716,4352.327086560312,2935.9762695616214,23.775411599679828,12.132849514779698,971.3067179194749,True,0
2022-06-09 08:43:05+00:00,5126.917915921362,4342.550214758735,2969.7130441782133,24.064229617235377,12.110865031895006,971.2953506318636,True,0
